time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CINPlan_start,CINPlan_start_rate,CINPlan_child_start,CINPlan_child_start_rate,CINPlan_end,CINPlan_end_rate,CINPlan_child_end,CINPlan_child_end_rate,CINPlan_anypoint,CINPlan_anypoint_rate,CINPlan_child_anypoint,CINPlan_child_anypoint_rate,CINPlan_At31,CINPlan_At31_rate
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,CIN Plans,1537,245.9,1460,233.6,1612,257.9,1530,244.8,2411,385.7,2219,355,799,127.8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,CIN Plans,1596,312.1,1504,294.1,1461,285.7,1394,272.6,2087,408.1,1933,378,626,122.4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,CIN Plans,949,173.4,915,167.2,937,171.2,917,167.5,1440,263.1,1379,251.9,503,91.9
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,CIN Plans,1110,257.9,1052,244.5,1232,286.3,1156,268.6,1651,383.7,1535,356.7,419,97.4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,CIN Plans,1811,266.2,1719,252.7,1769,260,1695,249.1,2618,384.8,2443,359.1,849,124.8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,CIN Plans,1138,173.8,1103,168.5,1093,166.9,1074,164,1691,258.3,1633,249.4,598,91.3
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,CIN Plans,1024,204.4,1005,200.6,1082,216,1062,212,1617,322.8,1562,311.8,535,106.8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,CIN Plans,2935,208.9,2857,203.4,3111,221.4,3054,217.4,4464,317.8,4312,306.9,1353,96.3
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,CIN Plans,275,61.1,271,60.2,356,79,342,75.9,462,102.6,447,99.3,106,23.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,CIN Plans,1175,183.3,1162,181.3,512,79.9,509,79.4,1177,183.6,1164,181.6,665,103.7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,CIN Plans,2085,339.1,1598,259.9,1753,285.1,1352,219.9,2278,370.5,1675,272.4,525,85.4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",CIN Plans,1806,305.8,1773,300.2,1782,301.8,1728,292.6,2777,470.2,2644,447.7,995,168.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,CIN Plans,1797,183.8,1712,175.1,1874,191.7,1786,182.7,2516,257.3,2359,241.3,642,65.7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,CIN Plans,1967,115.3,1939,113.6,2060,120.7,2024,118.6,2953,173.1,2880,168.8,893,52.3
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,CIN Plans,898,272,871,263.8,1280,387.6,1232,373.1,1457,441.2,1382,418.5,177,53.6
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,CIN Plans,461,135.3,459,134.7,470,137.9,467,137.1,836,245.4,819,240.4,366,107.4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,CIN Plans,2229,196,2101,184.8,2126,187,2021,177.7,3399,298.9,3179,279.6,1273,112
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,CIN Plans,1161,206,1133,201.1,1223,217,1178,209.1,1752,310.9,1670,296.4,529,93.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,CIN Plans,3840,341.6,3558,316.5,3741,332.8,3449,306.8,5255,467.4,4730,420.7,1514,134.7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,CIN Plans,2108,286.1,2043,277.3,1617,219.5,1586,215.2,2281,309.6,2207,299.5,664,90.1
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,CIN Plans,602,173.5,556,160.3,548,158,538,155.1,920,265.2,861,248.2,372,107.2
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,CIN Plans,2020,344.6,1930,329.3,2102,358.6,2050,349.8,2905,495.6,2764,471.6,803,137
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,CIN Plans,3608,238.1,3441,227.1,3677,242.7,3559,234.9,5386,355.5,5051,333.4,1709,112.8
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,CIN Plans,1014,116.8,971,111.9,1102,127,1055,121.5,1379,158.9,1297,149.4,277,31.9
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,CIN Plans,1176,83.6,1164,82.7,1228,87.3,1213,86.2,1917,136.3,1874,133.2,689,49
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,CIN Plans,2105,146,2061,143,1931,133.9,1898,131.7,3534,245.1,3413,236.7,1603,111.2
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,CIN Plans,1077,136,1063,134.2,716,90.4,708,89.4,1228,155.1,1208,152.6,512,64.7
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,CIN Plans,959,145.3,938,142.2,1124,170.3,1102,167,1652,250.4,1612,244.3,528,80
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,CIN Plans,2997,183.5,2931,179.5,2817,172.5,2740,167.8,3950,241.9,3785,231.8,1133,69.4
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,CIN Plans,72,90.2,72,90.2,101,126.5,98,122.7,127,159,124,155.3,26,32.6
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,CIN Plans,1126,122.3,1098,119.3,740,80.4,731,79.4,1312,142.5,1276,138.6,572,62.1
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,CIN Plans,1626,56.8,1612,56.3,1707,59.6,1686,58.8,3049,106.4,2989,104.3,1342,46.8
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,CIN Plans,1748,228.4,1715,224.1,1772,231.6,1730,226.1,2628,343.4,2506,327.5,856,111.9
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,CIN Plans,951,138.9,932,136.1,917,134,894,130.6,1533,223.9,1487,217.2,616,90
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",CIN Plans,590,174.6,577,170.8,449,132.9,437,129.4,783,231.8,747,221.1,334,98.9
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,CIN Plans,1089,128.3,1058,124.6,1356,159.7,1314,154.8,1839,216.6,1754,206.6,483,56.9
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,CIN Plans,582,99.7,573,98.1,578,99,567,97.1,1058,181.2,1030,176.4,480,82.2
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,CIN Plans,510,108.7,496,105.7,406,86.5,395,84.2,708,150.9,675,143.8,302,64.4
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,CIN Plans,1761,104.2,1739,102.9,1916,113.4,1907,112.9,3230,191.2,3163,187.2,1314,77.8
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,CIN Plans,1447,247.8,1404,240.5,1404,240.5,1355,232.1,2255,386.2,2118,362.8,851,145.8
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,CIN Plans,550,132.8,521,125.8,482,116.4,474,114.4,1018,245.8,974,235.1,536,129.4
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,CIN Plans,667,97.7,667,97.7,512,75,512,75,1101,161.2,1101,161.2,589,86.3
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,CIN Plans,1727,144.4,1716,143.5,1248,104.3,1238,103.5,2923,244.4,2884,241.1,1675,140
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,CIN Plans,1306,210.6,1265,204,1211,195.3,1196,192.9,1878,302.9,1827,294.6,667,107.6
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,CIN Plans,1419,120.4,1378,117,1325,112.5,1283,108.9,2307,195.8,2219,188.4,982,83.4
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,CIN Plans,690,166.3,660,159,617,148.7,604,145.5,1064,256.4,1022,246.3,447,107.7
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,CIN Plans,1264,94.5,1229,91.9,1233,92.2,1196,89.4,1814,135.6,1746,130.5,581,43.4
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,CIN Plans,547,85.3,546,85.2,492,76.7,492,76.7,896,139.7,895,139.6,404,63
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,CIN Plans,1975,63,1951,62.2,1916,61.1,1901,60.6,3347,106.7,3269,104.2,1431,45.6
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,CIN Plans,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,CIN Plans,711,121,688,117.1,787,133.9,772,131.3,1300,221.2,1261,214.5,513,87.3
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,CIN Plans,2334,139.4,2244,134.1,2336,139.5,2239,133.8,3582,214,3389,202.4,1246,74.4
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,CIN Plans,766,142.5,750,139.5,735,136.8,725,134.9,1245,231.6,1197,222.7,510,94.9
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,CIN Plans,715,188,689,181.2,749,197,728,191.5,1069,281.1,1018,267.7,320,84.2
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,CIN Plans,1874,127.4,1830,124.4,1954,132.9,1904,129.5,2985,203,2847,193.6,1031,70.1
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,CIN Plans,803,182.1,764,173.3,938,212.7,911,206.6,1447,328.2,1377,312.3,509,115.4
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,CIN Plans,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,CIN Plans,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,CIN Plans,2284,184.9,2231,180.6,1979,160.2,1937,156.8,3438,278.4,3310,268,1459,118.1
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,CIN Plans,1277,125.2,1239,121.5,1245,122.1,1205,118.2,2286,224.2,2191,214.9,1041,102.1
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,CIN Plans,17371,618.3,14311,509.4,18572,661.1,15183,540.5,21172,753.6,17345,617.4,2600,92.6
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,CIN Plans,2228,942.6,1818,769.2,2419,1023.4,1967,832.2,2642,1117.8,2093,885.5,223,94.3
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,CIN Plans,5083,151.2,4958,147.5,4740,141,4622,137.5,8197,243.9,7859,233.8,3457,102.9
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,CIN Plans,398,62.4,398,62.4,7,1.1,7,1.1,436,68.3,432,67.7,429,67.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,CIN Plans,1459,209.5,1426,204.8,1298,186.4,1261,181.1,2628,377.4,2509,360.3,1330,191
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,CIN Plans,1880,128.5,1845,126.1,1891,129.2,1856,126.8,3279,224.1,3167,216.4,1388,94.8
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,CIN Plans,605,146,599,144.5,536,129.3,529,127.6,785,189.4,769,185.5,249,60.1
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,CIN Plans,1898,522.4,1716,472.3,1687,464.3,1543,424.7,2743,754.9,2429,668.5,1056,290.6
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,CIN Plans,983,224.8,968,221.3,880,201.2,863,197.3,1493,341.4,1451,331.8,613,140.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,CIN Plans,2839,574.8,2508,507.8,915,185.3,738,149.4,2930,593.3,2567,519.8,2015,408
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,CIN Plans,2331,89.8,2296,88.5,2394,92.3,2358,90.9,4294,165.5,4175,160.9,1900,73.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,CIN Plans,980,283.3,692,200,825,238.5,549,158.7,1098,317.4,778,224.9,273,78.9
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,CIN Plans,2376,135.9,1847,105.6,2764,158.1,2062,117.9,4679,267.6,3529,201.8,1467,83.9
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,CIN Plans,389,114.8,387,114.2,403,119,398,117.5,600,177.1,592,174.8,197,58.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,CIN Plans,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,CIN Plans,347,97.2,341,95.5,423,118.4,412,115.4,756,211.7,734,205.5,333,93.2
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",CIN Plans,1742,237.7,1658,226.2,1671,228,1608,219.4,2534,345.7,2356,321.4,863,117.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",CIN Plans,1202,131.2,1164,127,1189,129.7,1143,124.7,1782,194.5,1681,183.4,593,64.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,CIN Plans,1338,127.6,1314,125.3,1337,127.5,1316,125.5,1837,175.2,1788,170.5,500,47.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,CIN Plans,1831,126.3,1809,124.8,1481,102.2,1453,100.3,2466,170.1,2388,164.8,985,68
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,CIN Plans,1269,192.3,1225,185.7,1213,183.8,1184,179.4,2029,307.5,1929,292.3,816,123.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,CIN Plans,2156,169.6,2099,165.1,2027,159.5,2004,157.6,3104,244.2,2991,235.3,1077,84.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,CIN Plans,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,CIN Plans,413,96.4,404,94.3,385,89.9,372,86.8,624,145.7,601,140.3,239,55.8
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,CIN Plans,1020,197.6,1003,194.3,984,190.6,967,187.3,1472,285.1,1434,277.8,488,94.5
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,CIN Plans,886,81,877,80.2,776,70.9,765,69.9,1405,128.4,1376,125.8,629,57.5
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,CIN Plans,610,103,608,102.6,529,89.3,527,89,946,159.7,935,157.8,417,70.4
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,CIN Plans,560,108.9,560,108.9,198,38.5,198,38.5,560,108.9,560,108.9,362,70.4
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,CIN Plans,1195,474.5,1146,455.1,723,287.1,705,280,1212,481.3,1163,461.8,489,194.2
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,CIN Plans,1432,138.9,1411,136.9,1412,137,1377,133.6,2203,213.7,2105,204.2,791,76.7
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,CIN Plans,895,244.7,873,238.7,953,260.6,944,258.1,1608,439.7,1572,429.8,655,179.1
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,CIN Plans,26,397.6,26,397.6,0,0,0,0,36,550.5,36,550.5,36,550.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,CIN Plans,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,CIN Plans,303,95.2,297,93.3,400,125.7,394,123.8,704,221.2,673,211.5,304,95.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,CIN Plans,1173,215.8,1172,215.6,1078,198.3,1073,197.4,1668,306.8,1662,305.7,590,108.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,CIN Plans,2463,672.9,1141,311.7,2547,695.8,1253,342.3,3060,836,1392,380.3,513,140.1
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,CIN Plans,1304,570,1182,516.6,1241,542.4,1136,496.5,1643,718.1,1476,645.1,402,175.7
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,CIN Plans,1040,191.4,1013,186.5,86,15.8,86,15.8,1040,191.4,1013,186.5,954,175.6
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,CIN Plans,837,129.9,823,127.7,839,130.2,834,129.4,1344,208.6,1316,204.2,505,78.4
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,CIN Plans,1245,148.5,1227,146.3,1266,151,1243,148.2,2151,256.5,2100,250.4,885,105.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,CIN Plans,903,157.7,892,155.8,885,154.5,880,153.7,1760,307.3,1725,301.2,875,152.8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,CIN Plans,1358,211,1330,206.6,1464,227.4,1450,225.2,2025,314.6,1980,307.6,561,87.1
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,CIN Plans,1198,201.7,1153,194.1,1078,181.5,1064,179.2,1945,327.5,1900,319.9,867,146
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,CIN Plans,505,165,505,165,194,63.4,194,63.4,505,165,505,165,311,101.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,CIN Plans,1655,261.1,1613,254.5,1536,242.4,1499,236.5,2489,392.7,2396,378.1,953,150.4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,CIN Plans,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,CIN Plans,1006,177.9,947,167.5,970,171.6,914,161.7,1494,264.3,1379,243.9,524,92.7
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,CIN Plans,1149,157.3,1142,156.4,1138,155.8,1134,155.3,1273,174.3,1266,173.4,135,18.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,CIN Plans,820,113.1,750,103.5,116,16,110,15.2,1006,138.8,896,123.6,890,122.8
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,CIN Plans,1424,158.2,1407,156.3,1281,142.3,1272,141.3,2219,246.5,2182,242.4,938,104.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,CIN Plans,1070,133.5,1057,131.9,1070,133.5,1057,131.9,1715,214,1660,207.2,645,80.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,CIN Plans,1135,138.8,1110,135.7,944,115.4,932,114,1967,240.5,1905,232.9,1023,125.1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,CIN Plans,508,77.3,502,76.4,498,75.8,494,75.2,741,112.8,727,110.7,243,37
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,CIN Plans,752,129.4,746,128.4,699,120.3,691,118.9,1269,218.4,1252,215.5,570,98.1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,CIN Plans,621,106.1,621,106.1,530,90.5,530,90.5,938,160.2,938,160.2,408,69.7
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,CIN Plans,1198,168.4,1172,164.7,1116,156.9,1095,153.9,1893,266.1,1812,254.7,777,109.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,CIN Plans,921,139.4,895,135.5,840,127.2,811,122.8,1358,205.6,1288,195,518,78.4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,CIN Plans,445,122.1,435,119.4,455,124.9,441,121,703,192.9,669,183.6,248,68.1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,CIN Plans,137,29.2,136,28.9,123,26.2,119,25.3,278,59.2,269,57.3,155,33
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,CIN Plans,800,104.8,784,102.7,678,88.8,668,87.5,1531,200.5,1499,196.4,853,111.7
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,CIN Plans,472,107.8,463,105.7,423,96.6,419,95.7,723,165.1,702,160.3,300,68.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,CIN Plans,796,162.5,792,161.7,822,167.8,815,166.4,1568,320.1,1547,315.8,746,152.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,CIN Plans,1051,167.9,1030,164.6,1057,168.9,1035,165.4,1528,244.2,1483,237,471,75.3
